handle,url_handle,gov_label,name,description,followers,verified,date_scraped,filename,followers_num
AmbRusFrance,AmbRusFrance_2022-03-23,Organisation du gouvernement - Russie,Russie en France,Ambassade de Russie en France / Посольство России во Франции / Russian Embassy in France / RT ≠ endorsement,27.8K,TRUE,2022-03-23,data/html_230322/twitter/html/AmbRusFrance_2022-03-23.html,27800
EmbajadaRusaES,EmbajadaRusaES_2022-03-23,NA,Rusia en España,Cuenta oficial de la Embajada de la Federación de Rusia en el Reino de España ,27.8K,TRUE,2022-03-23,data/html_230322/twitter/html/EmbajadaRusaES_2022-03-23.html,27800
RusEmbEthiopia,RusEmbEthiopia_2022-03-23,Russia government organization,Russia in Ethiopia,Официальный аккаунт Посольства России в Эфиопии и при Африканском союзе. Official account of the Russian Embassy in Ethiopia and to the African Union.,27.3K,TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbEthiopia_2022-03-23.html,27300
Rusembegypt,Rusembegypt_2022-03-23,روسيا مؤسسة حكومية,RussianEmbassy EGYPT ,Официальный twitter-аккаунт Посольства России в Египте صفحة تويتر الرسمية لسفارة روسيا بالقاهرة Official account of the Russian Embassy in Cairo,27.2K,TRUE,2022-03-23,data/html_230322/twitter/html/Rusembegypt_2022-03-23.html,27200
rusembitaly,rusembitaly_2022-03-23,Russia - Organizzazione governativa,Russian Embassy in Italy,Ambasciata Russa in Italia e San Marino http://t.me/ambrusitalia http://vk.com/ambrusitalia https://t.me/rusconsroma,24.2K,TRUE,2022-03-23,data/html_230322/twitter/html/rusembitaly_2022-03-23.html,24200
SPIEF,spief_2022-03-23,NA,SPIEF,"Official Twitter account of the St.Petersburg International Economic Forum (#SPIEF), best known for the Annual Meeting in St.Petersburg, Russia",24.1K,TRUE,2022-03-23,data/html_230322/twitter/html/spief_2022-03-23.html,24100
Rostec_Russia,rostec_russia_2022-03-23,NA,Rostec Сorporation,"Was established in 2007 in order to promote the development, production and export of high-tech industrial products.",23K,FALSE,2022-03-23,data/html_230322/twitter/html/rostec_russia_2022-03-23.html,23000
Dpol_un,Dpol_un_2022-03-23,Russia government official,Dmitry Polyanskiy,First Deputy Permanent Representative of Russia  to the UN. Hate lies and fake news. Dog lover  Views are my own. Retweet endorsement,22.8K,TRUE,2022-03-23,data/html_230322/twitter/html/Dpol_un_2022-03-23.html,22800
PMSimferopol,PMSimferopol_2022-03-23,Russia government organization,Russia's MFA in Crimea,Official twitter-account of the @MFA_Russia Representative Office in Simferopol | Официальный twitter-аккаунт Представительства МИД России в г. Симферополе,22.4K,TRUE,2022-03-23,data/html_230322/twitter/html/PMSimferopol_2022-03-23.html,22400
Amb_Ulyanov,amb_ulyanov_2022-03-23,Russia government official,Mikhail Ulyanov,Постпред РФ в Вене/Permanent Representative of Russia  to International Organizations in Vienna  @mission_rf RT ≠ endorsement. Views are my own.,22.3K,FALSE,2022-03-23,data/html_230322/twitter/html/amb_ulyanov_2022-03-23.html,22300
RusBotschaft,RusBotschaft_2022-03-23,Regierungsorganisation aus Russland,Botschaft der Russischen Föderation,Hier twittert die Pressestelle der Botschaft der Russischen Föderation in der Bundesrepublik Deutschland,19.8K,TRUE,2022-03-23,data/html_230322/twitter/html/RusBotschaft_2022-03-23.html,19800
RusEmbassyIraq,RusEmbassyIraq_2022-03-23,روسيا مؤسسة حكومية,Russia in Iraq,Official account of the Russian Embassy in the Republic of Iraq \ الصفحة الرسمية لسفارة روسيا الاتحادية في جمهورية العراق https://t.me/RussiaInIraq,19.7K,TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbassyIraq_2022-03-23.html,19700
EmbajadaRusaVen,EmbajadaRusaVEN_2022-03-23,NA,EmbajadaRusaVEN,"Cuenta oficial de la Embajada de Rusia en Venezuela , Haití  y República Dominicana  - por concurrencia (на русском языке - @EmbajadaVenRU)",19.6K,TRUE,2022-03-23,data/html_230322/twitter/html/EmbajadaRusaVEN_2022-03-23.html,19600
RFEmbassyGr,RFEmbassyGr_2022-03-23,NA,"Rus Embassy, Greece",Посольство России в ГрецииΠρεσβεία της Ρωσικής Ομοσπονδίας στην Ελληνική ΔημοκρατίαEmbassy of Russia in Greece,19.1K,TRUE,2022-03-23,data/html_230322/twitter/html/RFEmbassyGr_2022-03-23.html,19100
mission_russian,mission_russian_2022-03-23,Russia government account,Russian Mission in Geneva,Постпредство России при Отделении ООН и др. международных организациях в Женеве//Mission of Russia to UN Office and other international organizations in Geneva,18.6K,TRUE,2022-03-23,data/html_230322/twitter/html/mission_russian_2022-03-23.html,18600
RusEmbJakarta,RusEmbJakarta_2022-03-23,Lembaga pemerintah Rusia,"Russian Embassy, IDN",Official account of the Russian Embassy in Indonesia - Akun resmi Kedutaan Besar Rusia di Indonesia - Официальная учетная запись Посольства России в Индонезии,18.2K,TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbJakarta_2022-03-23.html,18200
rusembtz,rusembtz_2022-03-23,Russia government organization,Russia in Tanzania,Official account of the Embassy of the Russian Federation in the United Republic of Tanzania - Официальный Твиттер-аккаунт Посольства России в Танзании,17.2K,TRUE,2022-03-23,data/html_230322/twitter/html/rusembtz_2022-03-23.html,17200
RusMission_EU,rusmission_eu_2022-03-23,Russia government organization,RussianMissionEU,Official account of the Permanent Mission of Russia to the EU/ Официальная страница Постоянного представительства России при ЕС,16.4K,TRUE,2022-03-23,data/html_230322/twitter/html/rusmission_eu_2022-03-23.html,16400
EmbSergio,EmbSergio_2022-03-23,NA,EMB₽V_Sergio,Embajador de la Federación de Rusia en la República Bolivariana de Venezuela.Desde aquí solo buena noticia para hermana Venezuela ,15.8K,TRUE,2022-03-23,data/html_230322/twitter/html/EmbSergio_2022-03-23.html,15800
RSGovUK,rsgovuk_2022-03-23,NA,𝗥𝘂𝘀𝘀𝗶𝗮 𝗶𝗻 𝘁𝗵𝗲 𝗨𝗞 ,Russia • UK • World,15.6K,FALSE,2022-03-23,data/html_230322/twitter/html/rsgovuk_2022-03-23.html,15600
RusEmbEst,RusEmbEst_2022-03-23,Russia government organization,Russia in Estonia ,Посольство России в Эстонии / Russian Embassy in Estonia / Venemaa Suursaatkond Eestis.,15.4K,TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbEst_2022-03-23.html,15400
EmbRusiaEnArgEs,EmbRusiaEnArgEs_2022-03-23,NA,"Embajada de Rusia,AR",Embajada de la Federación de Rusia en la República Argentina (twitter Посольства на русском языке @EmbRusiaEnArgRu)https://t.me/EmbRusiaEnArg,15.2K,TRUE,2022-03-23,data/html_230322/twitter/html/EmbRusiaEnArgEs_2022-03-23.html,15200
RusEmbPeru,RusEmbPeru_2022-03-23,NA,Rusia en Perú ,Посольство России в Перу/Embajada de Rusia en el Perú ( круглосуточно): (+511) 264-00-36 / (+51)995528712 https://t.me/rusiaenperu,13.1K,TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbPeru_2022-03-23.html,13100
UAC_Russia_eng,uac_russia_eng_2022-03-23,NA,UAC Russia,Official source for news and updates from United Aircraft Corporation (UAC_Russia),13.1K,TRUE,2022-03-23,data/html_230322/twitter/html/uac_russia_eng_2022-03-23.html,13100
embaixadarussa,embaixadarussa_2022-03-23,NA,Rússia no Brasil,"Perfil oficial da Embaixada da Rússia no Brasil. Comunicados da Embaixada e de @MFA_Russia. Notícias sobre o país: política, economia, diplomacia, cultura.",12.6K,TRUE,2022-03-23,data/html_230322/twitter/html/embaixadarussa_2022-03-23.html,12600
RusembUkraine,RusembUkraine_2022-03-23,NA,RusEmbassy Ukraine,Твиттер Посольства России на Украине,12.5K,FALSE,2022-03-23,data/html_230322/twitter/html/RusembUkraine_2022-03-23.html,12500
RosatomGlobal,rosatomglobal_2022-03-23,NA,Rosatom Global,"Rosatom operates in more than 50 countries, delivering safe and reliable solutions in #nuclear, #renewables to ensure affordable #cleanenergy into the future.",11.7K,FALSE,2022-03-23,data/html_230322/twitter/html/rosatomglobal_2022-03-23.html,11700
RussiaInUSA,russiainusa_2022-03-23,NA,Пос-во России в США,Официальный аккаунт Посольства России @RusEmbUSA http://FB.com/RusEmbUSA Инстаграм: http://Instagram.com/RusEmbUSA http://Washington.mid.ru/ru/CORONAVIRUS,11.7K,TRUE,2022-03-23,data/html_230322/twitter/html/russiainusa_2022-03-23.html,11700
AmbRus_India,AmbRus_India_2022-03-23,NA,Denis Alipov ,Russian Ambassador to India Embassy's account in English - @RusEmbIndia  Аккаунт Посольства на русском - @RusEmbIndia_Ru,11.4K,FALSE,2022-03-23,data/html_230322/twitter/html/AmbRus_India_2022-03-23.html,11400
israel_mid_ru,israel_mid_ru_2022-03-23,NA,Russia in Israel,Official Twitter feed of the Embassy of the Russian Federation in the State of Israel,11.3K,TRUE,2022-03-23,data/html_230322/twitter/html/israel_mid_ru_2022-03-23.html,11300
RusEmbassyKabul,RusEmbassyKabul_2022-03-23,Russia government organization,Russian Embassy in Kabul,Посольство России в Афганистане   Russian Embassy in Afghanistan,11.3K,TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbassyKabul_2022-03-23.html,11300
RusEmbUganda,RusEmbUganda_2022-03-23,Russia government organization,Russian Embassy in Uganda ,Official account of the Russian Embassy in Uganda | Follow us on Facebook http://facebook.com/RusEmbUganda/ and Instagram http://Instagram.com/rusemb.uganda/,11.2K,TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbUganda_2022-03-23.html,11200
RuEmbZimbabwe,RuEmbZimbabwe_2022-03-23,Russia government organization,Russian Embassy in Zimbabwe,Official Twitter account of the Russian Embassy in ZimbabweOur Facebook: http://facebook.com/RuEmbZimbabweRussian MFA official Twitter account: @mfa_russia,11K,TRUE,2022-03-23,data/html_230322/twitter/html/RuEmbZimbabwe_2022-03-23.html,11000
RusEmbassyMinsk,RusEmbassyMinsk_2022-03-23,NA,Russia in Belarus,Новости Посольства и актуальная информация о Союзном государстве России и Беларуси,11K,TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbassyMinsk_2022-03-23.html,11000
RussianEmbassyR,RussianEmbassyR_2022-03-23,Государственный орган (Россия),Посольство России,Канал Посольства России в Лондоне (English: @RussianEmbassy),10.7K,TRUE,2022-03-23,data/html_230322/twitter/html/RussianEmbassyR_2022-03-23.html,10700
RusEmbPakistan,rusembpakistan_2022-03-23,NA,RusEmbassy_Pakistan,"Diplomatic Enclave, Islamabad, PakistanTel. +92 (051) 2600811",10.5K,TRUE,2022-03-23,data/html_230322/twitter/html/rusembpakistan_2022-03-23.html,10500
RusEmbassyUAE,RusEmbassyUAE_2022-03-23,روسيا مؤسسة حكومية,"Russian Embassy, UAE",الصفحة الرسمية للسفارة الروسية في دولة الامارات Официальный микроблог Посольства России в ОАЭ / Official Account of the Embassy of Russia in the UAE ,10.2K,TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbassyUAE_2022-03-23.html,10200
RusEmb_KSA,RusEmb_KSA_2022-03-23,روسيا مؤسسة حكومية,"Russian Embassy, Saudi Arabia",الصفحة الرسمية للسفارة الروسية في المملكة العربية السعودية - Официальный микроблог Посольства Российской Федерации в Королевстве Саудовская Аравия,10K,FALSE,2022-03-23,data/html_230322/twitter/html/RusEmb_KSA_2022-03-23.html,10000
RusiaColombia,rusiacolombia_2022-03-23,NA,Rusia en Colombia,Twitter oficial de la Embajada de Rusia en Colombia,10K,TRUE,2022-03-23,data/html_230322/twitter/html/rusiacolombia_2022-03-23.html,10000
Rfembkazakhstan,Rfembkazakhstan_2022-03-23,NA,Россия в Казахстане,Официальный twitter-аккаунт Посольства Российской Федерации в Республике Казахстан,"9,382",TRUE,2022-03-23,data/html_230322/twitter/html/Rfembkazakhstan_2022-03-23.html,9382
AmbasadaRusije,AmbasadaRusije_2022-03-23,Организација владе Русија,Амбасада Русије у Србији,Посольство России в Сербии | Russian Embassy in Serbia || Посол | Амбасадор | Ambassador @ABocanHarcenko,"8,765",TRUE,2022-03-23,data/html_230322/twitter/html/AmbasadaRusije_2022-03-23.html,8765
rusemb_pl,rusemb_pl_2022-03-23,Organizacja rządowa (Rosja),"Russian Embassy, PL",Ambasada Federacji Rosyjskiej w Rzeczypospolitej Polskiej - oficjalny Twitter - Посольство Российской Федерации в Республике Польша,"8,682",TRUE,2022-03-23,data/html_230322/twitter/html/rusemb_pl_2022-03-23.html,8682
U_MAROC,U_MAROC_2022-03-23,NA,Russie au Maroc,Page officiel de l’Ambassade de Russie au Maroc Официальная страница Посольства России в Марокко,"8,552",TRUE,2022-03-23,data/html_230322/twitter/html/U_MAROC_2022-03-23.html,8552
RusEmbSyria,RusEmbSyria_2022-03-23,روسيا مؤسسة حكومية,"Russian Embassy, Syria",Официальный микроблог Посольства России в Сирии / Official Account of the Embassy of Russia in Syria ,"8,476",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbSyria_2022-03-23.html,8476
RusEmbSey,RusEmbSey_2022-03-23,Russia government organization,Russian Embassy in Seychelles,Official Twitter Account of the Russian Embassy in Seychelles/Официальный твиттер-аккаунт Посольства России на Сейшелах http://t.me/RusEmbSey http://facebook.com/rusembsey,"8,302",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbSey_2022-03-23.html,8302
LV_RUSEMBAS,LV_RUSEMBAS_2022-03-23,NA,Посольство России в Латвии,Посольство Российской Федерации в Латвийской Республике - Krievijas Federācijas vēstniecība Latvijas Republikā,"7,998",TRUE,2022-03-23,data/html_230322/twitter/html/LV_RUSEMBAS_2022-03-23.html,7998
RusEmbKuw,RusEmbKuw_2022-03-23,روسيا مؤسسة حكومية,Russia in Kuwait,Посольство Российской Федерации в Государстве Кувейт  Embassy of the Russian Federation in the State of Kuwait  سفارة روسيا الاتحادية بدولة الكويت ,"7,904",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbKuw_2022-03-23.html,7904
RusEmb_LT,RusEmb_LT_2022-03-23,NA,RusEmb_LT,Официальный twitter-аккаунт Посольства Российской Федерации в Литовской Республике.Telegram: http://t.me/RusEmbLT,"7,730",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmb_LT_2022-03-23.html,7730
RusEmbSwiss,RusEmbSwiss_2022-03-23,Russia government organization,Russian Embassy Bern,Официальный твиттер-аккаунт Посольства Российской Федерации в Швейцарской Конфедерации,"7,590",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbSwiss_2022-03-23.html,7590
RusEmbJordan,RusEmbJordan_2022-03-23,NA,Russia in Jordan,سفارة #روسيا الاتحادية  في #الأردن,"7,566",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbJordan_2022-03-23.html,7566
Rus_Emb_Ireland,Rus_Emb_Ireland_2022-03-23,Russia government organization,Russia in Ireland,Официальный Twitter Посольства России в Ирландии/ Official Twitter account of the Russian Embassy in Ireland http://t.me/russiainireland,"7,558",TRUE,2022-03-23,data/html_230322/twitter/html/Rus_Emb_Ireland_2022-03-23.html,7558
RusEmbSriLanka,RusEmbSriLanka_2022-03-23,Russia government organization,Russian Embassy in Sri Lanka,Embassy of the Russian Federation in Sri Lanka and Maldives / Посольство Российской Федерации в Шри-Ланке и на Мальдивах,"7,466",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbSriLanka_2022-03-23.html,7466
RusEmbGhanaEng,RusEmbGhanaEng_2022-03-23,Russia government organization,Russian Embassy in Ghana,Official Twitter of the Russian Embassy in Ghana (страница на русском языке - @RusEmbGhana). Facebook page: http://facebook.com/Rusembghana,"7,464",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbGhanaEng_2022-03-23.html,7464
RusEmb_Ecuador,RusEmb_Ecuador_2022-03-23,NA,Embajada de Rusia en el Ecuador,Официальный twitter-аккаунт Посольства России в Эквадоре Cuenta de Twitter oficial de la Embajada de Rusia en Ecuador.Наш Telegram:https://t.me/EmbRusEc,"7,444",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmb_Ecuador_2022-03-23.html,7444
rusembleb,rusembleb_2022-03-23,روسيا مؤسسة حكومية,Russian Embassy in Lebanon,The Embassy of The Russian Federation in the Lebanese RepublicTelegram https://t.me/rusembei https://m.facebook.com/rusembei https://lebanon.mid.ru,"7,428",TRUE,2022-03-23,data/html_230322/twitter/html/rusembleb_2022-03-23.html,7428
EmbRusCuba,EmbRusCuba_2022-03-23,NA,Embajada de Rusia en Cuba,Посольство Российской Федерации в Республике Куба.,"7,173",TRUE,2022-03-23,data/html_230322/twitter/html/EmbRusCuba_2022-03-23.html,7173
RusEmbNigeria,RusEmbNigeria_2022-03-23,NA,Russia in Nigeria,"Embassy of Russia in Nigeria,official Twitter account.Like us on Facebook:http://facebook.com/nigeria.mid.ru/","6,938",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbNigeria_2022-03-23.html,6938
RusEmb_Korea,RusEmb_Korea_2022-03-23,러시아 정부 조직,Russian Embassy ,Официальный твиттер Посольства России в Республике Корея,"6,792",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmb_Korea_2022-03-23.html,6792
diplohistory,diplohistory_2022-03-23,NA,История дипломатии,"Дипломатия, история, документы. Историко-документальный департамент  @MID_RF / Twitter account of History & Records Department of @MFA_Russia","6,711",TRUE,2022-03-23,data/html_230322/twitter/html/diplohistory_2022-03-23.html,6711
EmbaixadaRusPt,EmbaixadaRusPt_2022-03-23,NA,Embaixada da Rússia,Twitter oficial da Embaixada da Rússia em Portugal. Официальный твиттер Посольства России в Португалии.,"6,587",TRUE,2022-03-23,data/html_230322/twitter/html/EmbaixadaRusPt_2022-03-23.html,6587
MID_travel,mid_travel_2022-03-23,NA,ДСКЦ МИД России,Официальный твиттер-аккаунт Ситуационно-кризисного центра МИД России / Crisis Centre MFA of Russia official Twitter feed https://t.me/DSKC_MID_Russia,"6,539",TRUE,2022-03-23,data/html_230322/twitter/html/mid_travel_2022-03-23.html,6539
AmbRusTun,AmbRusTun_2022-03-23,روسيا مؤسسة حكومية,"Russian Embassy, Tunisia",Посольство России в Тунисе Ambassade de Russie en Tunisie / Russian Embassy in Tunisia / سفارة روسيا في تونس@MID_RF @mfa_russia @Russia_AR,"6,503",TRUE,2022-03-23,data/html_230322/twitter/html/AmbRusTun_2022-03-23.html,6503
EmbRusBotswana,EmbRusBotswana_2022-03-23,Russia government organization,"RusEmbassy, Botswana",Посольство Российской Федерации в Республике БотсванаEmbassy of the Russian Federation in the Republic of Botswana,"6,418",TRUE,2022-03-23,data/html_230322/twitter/html/EmbRusBotswana_2022-03-23.html,6418
AmbRus_Algerie,AmbRus_Algerie_2022-03-23,NA,Ambassade de Russie,"L'Ambassade de Russie en Algérie  - page officielle,Посольство Российской Федерации в АНДР - официальная страница.","6,415",FALSE,2022-03-23,data/html_230322/twitter/html/AmbRus_Algerie_2022-03-23.html,6415
EmbRusUruguay,EmbRusUruguay_2022-03-23,NA,Rusia en Uruguay,Twitter oficial de la Embajada de Rusia en Uruguay / Официальный твиттер Посольства России в УругваеCanal en Telegram: https://t.me/EmbRusUruguay,"6,273",TRUE,2022-03-23,data/html_230322/twitter/html/EmbRusUruguay_2022-03-23.html,6273
rusemb_dushanbe,rusemb_dushanbe_2022-03-23,NA,Посольство РФ в РТ,Официальный twitter-аккаунт Посольства Российской Федерации в Республике Таджикистан,"6,271",TRUE,2022-03-23,data/html_230322/twitter/html/rusemb_dushanbe_2022-03-23.html,6271
RussianEmbFinla,russianembfinla_2022-03-23,Russia government organization,Russian Embassy in Finland,Официальный аккаунт Посольства Российской Федерации в Финляндии.Official account of the Embassy of the Russian Federation in Finland.,"6,256",TRUE,2022-03-23,data/html_230322/twitter/html/russianembfinla_2022-03-23.html,6256
